OPN1,OPN2,OPN3,OPN4,AGG1,AGG2,AGG3,AGG4,NEU1,NEU2,NEU3,NEU4,EXT1,EXT2,EXT3,EXT4,CSN1,CSN2,CSN3,CSN4,AGE,GENDER,DENSITY,AVARAGE_TEMP,INVIDUALISM_SCORE,GP_AVG,PERSONALITY
5,1,4,3,3,5,1,5,4,3,3,1,3,1,5,2,1,3,4,2,14,2,3,9.75,80,2,Agreeableness
4,1,1,4,1,4,4,5,4,1,4,3,1,1,2,1,4,2,1,3,15,1,3,9.75,80,2,Openness
3,4,1,3,1,4,4,4,2,4,5,2,1,2,1,1,5,1,3,2,69,2,3,9.75,80,5,Neuroticism
4,5,2,3,2,4,4,4,1,4,5,5,1,4,3,2,4,3,2,1,21,2,3,9.75,80,2,Neuroticism
4,1,3,1,1,5,1,2,2,2,4,5,2,4,2,2,5,5,4,3,68,2,3,9.75,80,5,Conscientiousness
5,5,4,3,4,3,3,3,4,1,5,1,2,4,3,1,1,4,4,1,58,1,3,9.75,80,2,Openness
1,3,3,1,3,4,2,4,5,2,2,2,1,3,3,1,4,3,4,3,56,2,3,9.75,80,5,Conscientiousness
3,2,3,1,4,2,1,4,3,2,5,1,1,5,3,2,1,4,5,5,55,2,3,9.75,80,5,Conscientiousness
2,2,1,5,3,3,1,2,1,2,5,4,4,4,4,2,2,5,4,4,30,2,3,9.75,80,3,Conscientiousness
3,1,5,5,3,3,1,4,2,1,4,5,5,2,5,1,4,4,4,5,20,2,3,9.75,80,5,Conscientiousness
2,3,1,3,3,5,5,5,5,5,5,1,3,1,3,5,3,4,4,5,37,1,3,9.75,80,4,Conscientiousness
1,3,4,1,5,1,1,5,4,3,4,2,4,5,1,3,1,5,1,4,79,1,3,9.75,80,5,Neuroticism
5,1,5,2,4,3,1,3,2,2,1,1,2,1,5,3,1,5,1,2,13,1,3,9.75,80,4,Openness
3,4,2,2,5,4,3,2,2,4,3,3,2,4,1,4,2,3,5,1,43,1,3,9.75,80,2,Agreeableness
5,1,1,2,2,5,4,1,4,4,3,3,3,2,1,2,2,1,1,1,34,2,3,9.75,80,4,Neuroticism
3,2,1,2,3,1,2,5,5,2,3,4,2,3,1,2,4,3,4,5,56,1,3,9.75,80,4,Conscientiousness
5,5,3,4,5,4,4,4,4,5,2,3,2,1,5,5,4,5,5,3,12,2,3,9.75,80,4,Conscientiousness
4,1,2,5,3,5,2,2,1,5,4,1,2,1,5,3,2,2,1,2,73,2,3,9.75,80,1,Agreeableness
4,3,5,1,3,5,4,1,1,3,5,1,5,4,3,4,2,4,5,1,24,1,3,9.75,80,5,Extroversion
5,4,1,4,2,1,4,5,5,1,5,2,3,3,4,2,1,1,1,1,26,2,3,9.75,80,1,Openness
5,3,5,5,4,4,5,4,4,5,2,5,3,1,2,5,1,3,4,4,13,1,3,9.75,80,2,Openness
2,3,2,2,1,5,5,1,2,4,2,3,1,3,3,1,4,1,4,2,47,2,3,9.75,80,1,Neuroticism
2,2,1,2,4,1,4,4,4,3,1,1,5,5,4,1,1,3,5,1,47,2,3,9.75,80,2,Agreeableness
1,1,4,4,1,2,1,3,1,1,2,4,3,2,2,5,1,1,1,5,70,1,3,9.75,80,5,Extroversion
1,2,3,5,5,1,1,2,2,1,1,3,3,1,1,3,4,1,4,5,33,2,3,9.75,80,2,Conscientiousness
5,1,5,1,5,4,5,5,2,3,3,3,2,1,2,5,2,4,3,4,27,2,3,9.75,80,5,Agreeableness
1,1,2,2,2,2,4,3,1,1,3,1,2,2,1,5,2,3,1,3,66,1,3,9.75,80,4,Agreeableness
2,1,4,2,1,3,5,2,3,1,3,3,3,4,4,3,4,1,2,1,33,1,3,9.75,80,2,Extroversion
1,3,4,4,3,2,4,4,2,4,2,5,5,3,1,3,2,5,2,1,65,2,3,9.75,80,3,Agreeableness
1,4,5,3,4,2,4,3,1,1,3,3,2,2,5,1,4,5,1,5,21,2,3,9.75,80,2,Conscientiousness
4,2,4,1,4,3,1,4,3,5,3,4,2,1,2,4,5,2,2,3,38,1,3,9.75,80,1,Neuroticism
2,2,2,3,1,1,1,5,1,1,5,1,2,1,2,5,5,4,1,3,19,1,3,9.75,80,5,Conscientiousness
1,2,3,1,2,4,1,3,1,4,4,1,2,2,2,2,5,5,5,1,55,2,3,9.75,80,3,Conscientiousness
3,3,2,2,2,1,5,1,2,2,3,1,4,5,4,3,2,2,3,5,14,2,3,9.75,80,2,Extroversion
5,2,5,3,4,2,3,2,4,1,5,3,5,4,1,4,5,2,3,2,68,2,3,9.75,80,2,Neuroticism
5,4,3,3,1,3,4,3,5,4,4,1,1,3,4,1,2,1,3,3,74,2,3,9.75,80,3,Neuroticism
5,4,3,2,1,1,4,1,3,2,1,1,1,4,3,1,2,1,4,5,45,1,3,9.75,80,3,Openness
5,1,2,1,4,3,4,1,5,2,3,2,1,1,2,3,1,4,1,3,47,2,3,9.75,80,2,Neuroticism
5,1,4,1,4,5,1,1,2,4,4,2,5,4,3,4,4,2,2,4,71,2,3,9.75,80,5,Neuroticism
2,1,3,5,3,4,1,3,2,3,4,5,2,1,3,2,1,2,2,5,26,2,3,9.75,80,3,Neuroticism
3,4,2,4,2,5,2,5,2,5,1,1,1,2,3,1,5,3,4,1,50,2,3,9.75,80,2,Agreeableness
3,4,5,2,3,5,1,1,3,1,5,2,3,5,1,4,3,4,2,1,63,2,3,9.75,80,4,Neuroticism
4,4,1,3,2,4,2,5,3,3,5,2,4,1,3,4,1,4,2,5,67,2,3,9.75,80,1,Neuroticism
2,4,5,3,4,1,3,3,3,2,1,1,1,1,2,1,2,3,2,4,51,1,3,9.75,80,1,Openness
4,5,5,4,5,4,4,5,1,2,2,2,3,5,3,5,3,2,4,5,18,2,3,9.75,80,2,Openness
5,3,5,2,3,4,1,5,5,3,2,4,5,3,5,1,2,1,2,5,75,2,3,9.75,80,4,Neuroticism
2,4,3,5,5,5,2,5,1,1,3,3,3,5,4,2,4,1,5,4,32,1,3,9.75,80,5,Agreeableness
4,4,5,5,1,5,1,3,4,4,1,4,1,1,4,3,3,3,4,4,53,2,3,9.75,80,5,Conscientiousness
1,5,1,5,1,2,4,5,2,2,4,5,4,4,3,4,2,2,1,4,49,1,3,9.75,80,1,Extroversion
2,4,1,3,5,4,2,1,5,1,3,2,4,3,4,1,5,5,5,3,44,1,3,9.75,80,3,Conscientiousness
1,1,3,2,2,2,2,5,5,1,2,1,2,5,3,5,3,3,2,2,16,2,3,9.75,80,2,Extroversion
4,4,4,4,2,2,1,4,1,2,5,1,3,2,1,2,2,4,5,1,62,1,3,9.75,80,3,Openness
4,2,2,1,5,2,5,3,5,2,2,5,5,4,2,4,4,5,1,4,42,2,3,9.75,80,4,Agreeableness
5,2,4,4,3,4,2,2,3,4,3,1,4,1,5,3,1,3,3,3,31,1,3,9.75,80,4,Openness
3,1,4,2,4,4,4,5,5,5,3,2,3,2,4,5,4,5,5,2,13,1,3,9.75,80,5,Conscientiousness
5,5,2,2,2,1,2,3,2,4,5,4,1,2,4,3,3,3,1,3,61,1,3,9.75,80,4,Neuroticism
5,1,2,2,4,5,3,5,3,5,4,4,3,4,4,3,4,3,3,3,20,1,3,9.75,80,4,Agreeableness
2,3,4,5,1,5,3,4,3,5,5,5,2,3,3,5,3,5,2,5,71,2,3,9.75,80,3,Neuroticism
2,4,5,4,1,4,3,2,1,4,2,1,5,5,2,3,1,2,3,5,56,2,3,9.75,80,3,Extroversion
1,5,3,3,4,3,3,3,4,1,4,2,4,3,5,4,4,1,1,1,61,1,3,9.75,80,2,Extroversion
5,4,3,3,4,2,3,5,5,1,5,5,3,4,4,3,1,5,2,1,47,2,3,9.75,80,3,Neuroticism
4,2,3,3,2,4,3,2,4,5,4,2,5,1,4,5,3,5,1,5,75,1,3,9.75,80,3,Neuroticism
5,5,3,2,3,1,5,3,3,4,2,1,4,2,2,2,4,3,4,3,50,1,3,9.75,80,5,Conscientiousness
5,1,1,5,5,2,1,2,5,1,1,1,1,2,1,5,3,2,4,3,36,1,3,9.75,80,2,Openness
1,3,2,2,5,4,1,2,1,2,5,5,2,5,2,4,2,4,2,5,76,1,3,9.75,80,3,Neuroticism
4,4,3,3,1,4,3,2,5,2,4,5,2,1,3,4,4,3,4,3,35,1,3,9.75,80,4,Conscientiousness
1,5,2,1,5,4,4,5,1,1,5,3,3,1,2,4,5,2,2,5,52,2,3,9.75,80,1,Agreeableness
5,5,3,3,1,1,1,4,1,4,3,2,1,5,1,1,3,4,1,4,78,1,3,9.75,80,1,Openness
3,5,1,1,1,2,2,4,4,2,5,5,4,2,4,4,4,2,3,1,25,1,3,9.75,80,4,Neuroticism
2,2,1,4,1,1,4,3,1,1,3,2,2,1,1,3,1,2,3,5,73,2,3,9.75,80,2,Neuroticism
1,4,2,1,1,3,5,4,2,4,1,5,2,5,4,2,1,2,4,5,29,1,3,9.75,80,1,Agreeableness
3,4,4,5,1,2,1,2,4,5,4,3,2,4,5,4,2,3,1,2,28,2,3,9.75,80,4,Extroversion
1,2,2,2,5,1,1,2,2,3,3,3,4,4,3,3,4,1,1,2,34,1,3,9.75,80,3,Extroversion
1,4,4,3,5,2,2,1,5,5,1,1,3,4,1,2,1,5,4,4,44,2,3,9.75,80,2,Neuroticism
2,4,5,1,4,2,5,2,1,5,1,2,5,4,5,5,5,1,1,2,13,1,3,9.75,80,2,Extroversion
4,2,4,4,2,3,3,5,5,4,4,1,5,2,3,3,1,4,4,4,22,2,3,9.75,80,1,Neuroticism
4,3,4,1,1,4,4,2,3,4,4,4,2,2,2,4,5,1,4,5,53,2,3,9.75,80,5,Conscientiousness
2,4,4,1,3,4,2,4,2,2,3,3,5,4,2,4,1,3,5,3,15,2,3,9.75,80,5,Extroversion
1,1,2,1,2,3,1,4,5,3,4,5,1,2,4,2,5,2,5,4,32,1,3,9.75,80,2,Neuroticism
4,5,4,5,5,1,4,2,5,4,5,2,1,2,5,3,5,4,2,2,72,1,3,9.75,80,1,Neuroticism
4,3,5,2,2,2,2,5,5,4,2,5,1,1,3,5,1,3,3,3,15,1,3,9.75,80,5,Neuroticism
3,4,2,1,5,4,1,5,2,1,2,1,1,1,1,4,3,3,3,1,80,2,3,9.75,80,3,Agreeableness
3,4,1,1,4,4,1,1,4,4,5,2,2,3,1,5,4,4,4,3,74,1,3,9.75,80,1,Neuroticism
4,5,3,2,5,3,2,4,4,1,4,5,1,4,1,5,2,4,5,5,71,2,3,9.75,80,5,Neuroticism
4,3,4,3,2,1,4,4,2,1,1,5,5,2,4,3,5,3,3,1,51,2,3,9.75,80,4,Conscientiousness
2,5,3,2,2,4,5,3,2,1,3,1,4,5,5,3,1,2,4,2,25,1,3,9.75,80,2,Extroversion
5,3,3,2,5,2,1,4,5,2,4,4,3,2,3,1,4,4,4,1,38,2,3,9.75,80,2,Neuroticism
3,3,3,1,4,3,1,1,3,1,2,3,1,1,4,2,5,3,1,4,19,1,3,9.75,80,5,Conscientiousness
4,2,2,4,3,5,1,5,5,3,5,5,5,3,1,4,1,1,1,1,60,1,3,9.75,80,4,Neuroticism
1,1,2,3,3,4,5,3,5,3,1,3,1,1,1,2,5,5,1,4,80,1,3,9.75,80,3,Neuroticism
3,2,4,3,4,2,3,4,2,3,5,1,3,2,4,1,3,2,2,1,31,1,3,9.75,80,2,Openness
5,1,4,4,5,5,3,3,3,4,4,2,2,2,1,1,1,1,1,3,68,1,3,9.75,80,5,Openness
2,5,4,4,3,4,1,4,3,5,1,5,1,4,4,5,3,3,5,4,43,2,3,9.75,80,3,Neuroticism
4,2,1,3,2,3,5,2,4,3,3,2,1,1,1,3,1,2,3,1,34,2,3,9.75,80,1,Neuroticism
4,4,2,5,1,4,5,2,1,2,5,3,4,3,3,1,5,1,5,3,52,1,3,9.75,80,3,Conscientiousness
3,1,2,3,3,2,5,3,3,5,5,5,2,3,5,2,2,3,1,1,26,2,3,9.75,80,2,Neuroticism
4,1,1,1,3,4,4,1,2,3,1,1,4,4,4,1,5,5,5,3,43,2,3,9.75,80,4,Conscientiousness
4,4,4,2,2,5,4,3,5,2,1,1,4,4,2,5,5,3,3,4,36,1,3,9.75,80,1,Extroversion
1,5,2,5,4,3,1,3,3,4,5,4,4,1,4,1,2,4,2,5,52,2,3,9.75,80,3,Neuroticism
3,1,2,1,2,3,5,5,3,5,1,4,5,5,1,2,3,3,3,3,31,2,3,9.75,80,1,Agreeableness
3,2,4,3,2,2,1,4,2,5,2,1,3,3,1,3,2,2,2,5,38,1,3,9.75,80,5,Conscientiousness
3,2,1,1,5,4,1,4,3,4,1,1,3,1,1,1,4,4,5,2,21,2,3,9.75,80,1,Conscientiousness
5,4,5,2,2,2,4,1,1,4,4,4,3,2,1,1,1,2,5,4,38,1,3,9.75,80,2,Openness
3,3,5,3,3,1,3,4,3,1,4,1,1,2,4,2,1,2,2,5,50,1,3,9.75,80,1,Openness
5,1,2,4,1,1,4,1,5,1,2,2,2,5,3,5,2,5,2,5,28,1,3,9.75,80,1,Extroversion
3,4,1,1,4,5,3,5,2,1,3,3,2,3,2,1,3,4,4,4,64,1,3,9.75,80,2,Agreeableness
2,4,4,1,5,4,1,3,4,5,3,4,2,4,5,5,2,3,3,3,70,1,3,9.75,80,3,Neuroticism
2,3,5,1,5,5,2,4,1,3,3,4,2,1,4,1,5,5,4,2,24,2,3,9.75,80,3,Conscientiousness
2,4,4,2,4,3,3,1,4,3,3,3,5,5,3,3,2,2,3,2,25,2,3,9.75,80,4,Extroversion
3,1,3,2,4,2,5,3,4,3,3,5,2,3,2,5,4,2,4,1,37,1,3,9.75,80,5,Neuroticism
5,2,5,5,3,1,1,1,1,3,2,3,2,5,1,4,3,2,2,4,71,1,3,9.75,80,3,Openness
5,4,2,4,4,2,2,1,2,5,5,1,5,1,1,4,2,3,1,2,64,2,3,9.75,80,3,Neuroticism
1,4,4,5,1,4,3,2,5,5,1,3,4,2,1,3,4,2,1,4,16,1,3,9.75,80,5,Openness
2,2,3,1,1,1,2,3,5,2,2,5,5,5,1,1,1,2,5,5,40,2,3,9.75,80,2,Neuroticism
5,2,5,5,1,2,1,2,1,4,4,3,2,2,4,3,5,4,5,3,65,1,3,9.75,80,2,Conscientiousness
2,1,5,5,2,1,3,1,5,2,4,3,1,5,2,4,2,3,1,1,13,1,3,9.75,80,3,Extroversion
4,3,3,1,3,2,4,1,4,5,1,5,4,5,5,2,2,2,3,2,71,2,3,9.75,80,5,Neuroticism
3,1,2,3,1,1,3,4,2,2,1,1,4,4,4,4,2,1,4,1,55,2,3,9.75,80,3,Extroversion
3,1,2,4,3,5,1,1,3,1,1,1,5,3,1,3,1,1,5,5,62,2,3,9.75,80,4,Conscientiousness
5,1,5,5,5,2,4,4,2,1,3,2,3,5,2,1,1,3,5,5,16,2,3,9.75,80,3,Openness
3,4,4,2,3,1,5,3,3,2,3,4,1,4,4,2,3,4,5,4,20,2,3,9.75,80,3,Conscientiousness
5,1,1,5,4,5,2,3,5,5,3,1,5,3,3,1,5,4,1,4,34,1,3,9.75,80,5,Conscientiousness
2,3,1,1,2,4,2,3,2,5,1,3,4,1,3,1,5,2,4,3,74,1,3,9.75,80,2,Neuroticism
2,2,4,4,4,4,5,4,3,5,3,3,5,3,4,5,3,1,4,3,37,2,3,9.75,80,4,Agreeableness
5,4,5,1,2,2,5,5,4,5,3,4,4,3,5,1,2,4,3,5,21,2,3,9.75,80,5,Neuroticism
5,2,2,2,3,5,3,3,1,2,4,2,3,4,5,1,5,2,4,4,29,2,3,9.75,80,4,Conscientiousness
3,3,4,1,2,5,5,4,5,4,5,5,3,2,3,2,5,3,4,2,60,1,3,9.75,80,3,Neuroticism
3,3,5,1,2,1,5,4,5,1,4,2,4,3,1,1,2,3,4,2,69,1,3,9.75,80,5,Conscientiousness
4,2,1,5,5,3,2,5,5,2,2,4,3,3,2,3,3,5,4,2,72,1,3,9.75,80,3,Neuroticism
5,4,3,5,5,5,4,1,3,4,3,5,5,4,1,3,3,3,1,1,14,1,3,9.75,80,3,Openness
5,1,5,4,4,2,2,2,4,1,5,3,3,2,3,5,1,2,1,2,15,2,3,9.75,80,4,Extroversion
3,5,5,3,2,2,2,1,1,3,2,1,2,4,5,5,2,5,3,2,62,2,3,9.75,80,5,Extroversion
4,3,1,4,3,2,3,2,5,3,5,2,1,4,3,5,5,2,4,4,66,2,3,9.75,80,4,Conscientiousness
1,5,2,4,4,1,1,3,2,4,1,2,4,3,2,3,3,4,5,5,12,1,3,9.75,80,3,Conscientiousness
3,1,2,5,3,3,4,2,2,5,3,4,4,2,2,1,5,2,1,2,14,1,3,9.75,80,1,Neuroticism
5,5,2,4,3,2,1,1,1,3,1,1,5,4,4,3,4,4,2,4,36,1,3,9.75,80,2,Extroversion
5,2,1,1,3,2,1,2,4,4,4,5,5,4,1,1,1,5,5,5,16,2,3,9.75,80,4,Neuroticism
5,5,5,1,2,4,5,5,5,1,3,4,1,5,3,1,3,3,2,3,72,2,3,9.75,80,5,Agreeableness
2,3,5,3,2,5,2,3,4,2,4,1,5,5,5,1,1,4,5,2,36,1,3,9.75,80,1,Extroversion
4,2,5,2,1,3,2,5,3,4,3,3,3,3,5,1,2,5,1,3,62,2,3,9.75,80,1,Neuroticism
2,1,4,2,2,3,5,4,2,5,5,3,5,3,5,4,4,4,3,1,29,2,3,9.75,80,2,Agreeableness
1,4,3,1,3,3,2,3,1,3,2,2,4,4,5,1,2,1,1,4,74,2,3,9.75,80,4,Agreeableness
3,1,1,4,3,5,4,4,2,5,1,2,3,1,3,4,5,5,5,3,48,2,3,9.75,80,1,Conscientiousness
3,3,1,2,5,1,1,1,3,3,4,4,1,1,1,5,1,2,2,2,73,2,3,9.75,80,2,Neuroticism
2,3,2,1,1,2,4,3,3,3,5,5,2,3,5,3,4,4,4,4,76,2,3,9.75,80,5,Neuroticism
5,1,3,2,2,3,3,2,1,5,1,2,2,3,2,4,2,3,4,1,18,1,3,9.75,80,2,Extroversion
5,1,5,1,3,1,1,3,1,1,1,1,3,1,1,3,3,4,2,2,55,2,3,9.75,80,5,Conscientiousness
1,1,2,4,3,5,1,2,4,4,4,4,2,4,5,2,1,2,5,1,27,2,3,9.75,80,2,Neuroticism
4,5,3,5,1,2,1,5,3,4,1,4,4,4,2,2,4,3,1,3,38,1,3,9.75,80,2,Openness
3,2,4,1,5,4,5,4,3,3,1,4,5,4,2,4,5,1,5,2,22,1,3,9.75,80,2,Agreeableness
1,2,2,2,1,2,4,4,1,3,1,3,3,2,1,1,1,5,1,1,45,1,3,9.75,80,1,Agreeableness
1,3,2,4,5,3,5,3,2,4,1,3,5,1,3,3,3,2,5,3,60,2,3,9.75,80,5,Agreeableness
2,5,3,1,1,2,2,3,3,2,5,5,2,1,2,4,1,1,3,5,66,1,3,9.75,80,5,Neuroticism
1,4,3,2,3,3,4,1,4,4,4,4,1,5,1,2,4,1,3,2,33,1,3,9.75,80,2,Neuroticism
3,1,2,5,3,3,5,1,1,5,3,1,4,5,2,3,3,5,5,3,58,2,3,9.75,80,4,Conscientiousness
5,4,2,4,3,1,4,4,3,3,5,3,1,5,1,1,3,5,5,4,59,2,3,9.75,80,3,Conscientiousness
5,5,4,3,2,5,2,1,1,1,3,3,3,1,2,3,2,1,3,3,57,2,3,9.75,80,4,Openness
4,5,3,1,5,2,3,2,4,4,1,1,5,4,3,5,5,5,1,5,41,2,3,9.75,80,3,Conscientiousness
5,1,1,2,2,2,4,5,4,4,3,2,2,1,1,1,5,2,1,3,66,2,3,9.75,80,2,Neuroticism
4,1,3,2,2,4,5,3,2,3,4,1,4,3,1,5,2,5,5,1,47,2,3,9.75,80,5,Agreeableness
1,1,1,2,4,3,2,2,5,5,3,4,1,1,4,3,1,2,4,3,57,1,3,9.75,80,5,Neuroticism
4,1,3,3,5,3,4,4,2,1,5,2,5,2,5,4,4,5,4,4,42,2,3,9.75,80,1,Agreeableness
5,3,3,3,4,1,4,4,1,5,5,5,3,2,1,5,1,3,2,1,29,2,3,9.75,80,2,Neuroticism
4,4,2,5,3,5,1,4,4,4,3,2,4,1,3,4,4,3,2,1,71,2,3,9.75,80,3,Neuroticism
1,5,3,4,5,1,2,3,5,5,4,4,3,4,4,5,2,4,3,5,37,1,3,9.75,80,3,Neuroticism
4,5,5,1,5,3,4,1,2,4,5,1,4,2,5,2,1,2,4,3,67,1,3,9.75,80,5,Openness
1,1,1,4,3,3,2,2,2,2,1,1,4,4,3,2,2,5,2,2,25,2,3,9.75,80,3,Agreeableness
5,3,2,2,5,4,3,5,4,2,3,5,4,1,4,1,2,2,5,2,72,2,3,9.75,80,5,Agreeableness
1,2,4,2,1,1,3,3,2,5,1,1,5,4,1,2,4,2,4,1,27,2,3,9.75,80,1,Extroversion
5,1,3,3,3,5,3,3,4,5,2,2,4,4,2,2,2,5,2,2,17,2,3,9.75,80,2,Agreeableness
1,1,3,5,2,5,3,2,2,5,3,2,4,3,5,4,2,1,3,1,61,2,3,9.75,80,4,Agreeableness
3,1,5,5,4,4,4,3,4,2,4,1,4,1,5,4,4,4,4,4,70,1,3,9.75,80,3,Agreeableness
5,2,3,4,1,3,2,4,4,5,1,2,5,2,2,4,1,5,5,2,75,1,3,9.75,80,5,Neuroticism
4,4,4,4,2,2,4,4,1,5,2,4,5,3,3,1,3,2,5,5,69,1,3,9.75,80,5,Conscientiousness
5,1,3,5,5,2,5,3,4,3,3,5,4,4,5,2,3,1,3,3,50,2,3,9.75,80,1,Agreeableness
2,2,3,2,5,3,2,1,5,1,1,1,2,4,2,4,3,1,2,1,74,1,3,9.75,80,2,Agreeableness
1,5,2,5,2,5,5,3,1,5,1,5,5,2,4,2,5,2,3,1,54,1,3,9.75,80,1,Agreeableness
4,4,1,3,2,5,4,1,4,1,2,3,2,5,3,4,2,1,3,4,43,2,3,9.75,80,4,Agreeableness
1,1,5,2,4,4,3,2,1,2,4,4,5,2,5,3,1,3,3,5,57,1,3,9.75,80,3,Agreeableness
3,4,2,2,1,2,4,3,2,1,4,2,4,2,2,4,1,2,2,2,52,1,3,9.75,80,5,Extroversion
3,1,4,1,3,5,3,1,2,1,3,4,3,2,1,2,1,4,5,5,53,1,3,9.75,80,2,Conscientiousness
4,5,4,1,3,2,5,3,2,1,1,3,4,2,3,3,3,4,1,1,59,1,3,9.75,80,2,Openness
3,2,4,1,1,2,2,1,5,4,2,4,2,2,1,1,2,4,5,3,57,1,3,9.75,80,5,Conscientiousness
5,2,3,5,2,2,5,5,4,4,3,5,1,3,4,5,4,5,5,5,27,1,3,9.75,80,5,Conscientiousness
5,2,2,5,3,3,2,2,2,3,5,2,1,1,2,2,3,4,4,2,68,2,3,9.75,80,3,Neuroticism
2,3,2,4,5,4,4,3,1,1,2,5,1,4,5,5,4,5,1,5,63,2,3,9.75,80,3,Agreeableness
1,1,1,3,2,5,3,3,2,2,4,3,5,4,1,1,1,5,2,4,24,2,3,9.75,80,3,Agreeableness
3,4,2,1,4,1,4,2,3,4,2,3,4,4,1,2,4,5,4,3,58,2,3,9.75,80,4,Conscientiousness
4,2,5,2,5,3,5,5,1,5,5,4,1,2,1,3,4,2,3,1,42,2,3,9.75,80,1,Agreeableness
4,3,5,4,4,3,5,1,1,4,1,4,3,4,1,5,5,5,2,4,47,1,3,9.75,80,5,Conscientiousness
1,4,1,3,1,1,1,3,1,2,1,1,5,3,1,1,1,1,2,4,55,2,3,9.75,80,4,Conscientiousness
1,3,1,4,3,5,2,4,3,2,2,4,1,1,4,1,4,5,4,5,31,1,3,9.75,80,2,Conscientiousness
2,3,5,4,1,2,3,5,3,4,3,2,4,5,2,1,5,1,3,4,50,2,3,9.75,80,2,Neuroticism
1,5,5,3,4,5,5,5,4,3,2,3,3,3,2,3,3,3,5,4,56,1,3,9.75,80,4,Agreeableness
5,1,5,2,1,1,1,5,1,5,2,2,4,5,1,3,2,1,1,1,19,1,3,9.75,80,2,Extroversion
4,4,1,3,5,3,3,2,1,1,3,1,5,5,3,2,5,2,5,5,17,2,3,9.75,80,5,Conscientiousness
2,5,1,3,2,3,1,4,2,5,1,1,4,1,1,2,4,2,2,5,48,1,3,9.75,80,3,Conscientiousness
5,4,3,3,4,3,5,2,1,3,2,4,2,4,1,2,2,3,5,2,43,1,3,9.75,80,4,Openness
3,1,1,1,4,1,4,4,3,1,4,5,3,3,2,5,2,3,1,1,78,1,3,9.75,80,1,Agreeableness
5,2,1,3,1,1,2,2,1,4,3,4,1,3,3,4,4,1,3,2,61,1,3,9.75,80,2,Neuroticism
1,2,1,5,5,3,2,1,1,4,3,2,3,4,1,5,4,4,5,1,60,1,3,9.75,80,1,Conscientiousness
5,3,5,3,2,5,4,3,1,1,4,1,4,2,2,3,4,4,2,5,77,1,3,9.75,80,3,Openness
4,4,2,5,2,3,2,4,5,3,4,2,5,4,3,1,5,4,4,2,53,2,3,9.75,80,4,Conscientiousness
5,2,4,4,2,4,2,5,2,3,4,3,3,5,1,4,3,4,3,5,57,2,3,9.75,80,1,Neuroticism
2,5,5,5,2,2,5,2,2,5,5,3,2,2,5,5,4,3,2,1,61,2,3,9.75,80,5,Neuroticism
3,5,5,1,2,4,2,3,5,5,5,5,1,5,2,2,3,5,1,3,14,2,3,9.75,80,2,Neuroticism
1,3,5,5,3,4,4,5,4,5,2,4,4,1,2,5,1,5,5,4,23,1,3,9.75,80,1,Neuroticism
3,3,2,3,2,4,3,4,5,5,5,1,1,4,1,3,5,1,3,2,49,2,3,9.75,80,3,Neuroticism
5,2,2,3,3,1,3,1,4,2,2,2,4,4,2,2,4,5,1,5,43,2,3,9.75,80,5,Conscientiousness
4,1,1,5,2,4,2,1,3,3,3,4,4,3,1,4,4,5,3,3,23,2,3,9.75,80,2,Neuroticism
5,4,3,3,1,1,1,4,2,4,5,2,1,4,5,3,5,4,3,1,61,2,3,9.75,80,4,Conscientiousness
3,1,3,5,1,4,5,3,4,4,1,5,3,5,4,3,2,3,3,5,30,2,3,9.75,80,2,Neuroticism
3,3,5,4,3,5,3,1,2,1,3,3,3,1,3,1,3,1,2,3,54,1,3,9.75,80,4,Openness
4,2,3,1,2,5,1,1,2,5,3,5,4,1,3,4,3,5,1,5,31,1,3,9.75,80,5,Conscientiousness
4,1,5,1,1,3,5,5,2,1,3,2,5,3,5,3,5,2,4,2,62,2,3,9.75,80,5,Agreeableness
2,5,2,4,1,3,3,4,3,2,3,2,5,1,5,5,1,3,1,5,16,1,3,9.75,80,5,Extroversion
2,1,2,5,4,4,3,4,4,1,5,4,1,4,3,4,4,3,4,3,69,2,3,9.75,80,1,Neuroticism
2,4,1,1,1,5,1,1,2,5,2,1,5,2,2,3,5,3,1,3,42,1,3,9.75,80,1,Conscientiousness
1,3,3,3,5,3,3,2,3,2,3,3,4,3,3,5,5,3,3,4,53,2,3,9.75,80,5,Conscientiousness
5,5,1,2,4,3,2,2,2,3,5,3,4,5,4,4,3,4,4,5,42,2,3,9.75,80,5,Conscientiousness
1,3,3,4,5,3,2,4,2,2,3,4,1,4,4,1,5,4,4,4,68,1,3,9.75,80,1,Conscientiousness
3,2,3,2,4,5,2,4,4,5,5,3,1,2,4,3,5,4,2,1,22,2,3,9.75,80,2,Neuroticism
2,3,1,4,5,3,5,5,1,4,5,5,4,4,5,4,2,1,2,5,75,1,3,9.75,80,4,Agreeableness
1,3,2,5,4,4,2,4,2,5,1,4,3,2,1,3,3,5,4,4,74,2,3,9.75,80,3,Neuroticism
3,1,5,5,3,2,3,4,2,5,2,4,4,2,4,4,4,4,3,5,13,2,3,9.75,80,3,Conscientiousness
2,3,2,2,5,4,5,4,2,5,4,1,2,1,4,3,2,1,3,2,64,2,3,9.75,80,1,Agreeableness
2,3,3,5,3,3,1,5,2,2,1,1,3,3,3,4,3,3,2,1,56,1,3,9.75,80,2,Openness
